Review_Date,Hotel_Name,Reviewer_Nationality,Negative_Review,Positive_Review,Reviewer_Score,Total_Reviews_By_Reviewer,Tags,days_since_review
06/29/2016,The Langham London,United Kingdom,Service in bar area was a little slow Some bedroom furniture looked a little tired,Excellent location professional and friendly staff Bed was wonderful best night s sleep I ve had in years,9.6,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",400 day
07/03/2017,The Ned,United States of America,The location is inconvenient for leisure sightseeing travelers The lobby is a huge fashion scene which is fun if you like that I requested a slightly early checkin and when we got there the room wasn t ready but we were told it would be 30 min More like 90 No turn down service one of the days The room was beautifully furnished and had everything you could think of from coffee to a lint brush but it was very hard to turn on the lights,Beautiful rooms with great in room amenities Great beds great towels great products,8.8,9,"[' Leisure trip ', ' Family with young children ', ' Double Room Medium ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",31 days
09/03/2016,Grand Hotel Amr th Amsterdam,United Kingdom,Room 104 is a disgrace The desk is positioned right up against the bed so to roll out of bed meant rolling onto the desk it was literally touching the bed and the TV faced away from the bed so badly you had to sit at the foot of the bed to watch it We asked Esther in customer relations on the Monday night if we could move and she said she would sort it for the morning Came down in the morning and they had no notes from esther so we had to start all over again Insisted on a room move and got 127 which was better but was so hot we had to leave the windows open and the noisy chatter and laughter filtering up through the middle of the hotel kept us up all night and we missed breakfast the next day Spoke to gino in the morning who sorted us out with an upgrade to 323 and a bit of money back We told him if we had been staying longer than three nights we would have checked out So overall we wanted to love the Amrath but in all honesty we probably won t be back How you can achieve five star status when you have no aircon and a climate control system that left me waking up in a pool of sweat defies description I honestly believe you know about the problems with room 104 and allocated it to us because we were either first timers or were not paying full rack rate Regardless you ve not made friends of someone who works in media and understands the importance of five star customer service,Maritt and the bar staff were brilliant and the room we ended up in for our final night was great Couldn t fault the breakfasts although we didn t make it down for our second one due to reasons I will explain below Gino you are a star thank you,7.1,1,"[' Leisure trip ', ' Couple ', ' Superior Deluxe Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",334 day
12/26/2016,art otel Amsterdam,Luxembourg,Swimming pool is too small Even though I was at the last floor I heard noise all the time Not from the other rooms but from outside The isolation is bad I could sleep well but be aware of it The hotel says it s a art hotel but the decoration is cheap in some ways So it doesn t look like a five stars hotel I don t think the price worth it,Staff is really nice at any moment The hotel is located 2min from the train station which is really convenient The fitness room is huge Breakfast is awesome and the living room is really friendly You want to spend time there,8.3,1,"[' Leisure trip ', ' Solo traveler ', ' Art King Room ', ' Stayed 3 nights ']",220 day
06/28/2016,art otel Amsterdam,Gibraltar,No Negative,Staff were extremely friendly and very helpful Location was great just a minutes walk from central train station,9.2,4,"[' Leisure trip ', ' Couple ', ' Art King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",401 day
06/25/2016,NH Collection Amsterdam Barbizon Palace,United States of America,The breakfast was insanely expensive I thought it was included when I booked and the windows don t keep any of the sound from the streets out My window faced an Irish pub so it was pretty noisy most of the night,The room was beautiful and the bed was very comfy,9.6,1,"[' Leisure trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",404 day
07/17/2017,Pulitzer Amsterdam,United Kingdom,Very very small bedroom view out of the tiny window was of a drainpipe no bath difficult to plug in the kettle and make a drink in the limited space strange smell on the landing shower leaked water all over the bathroom floor so was a slipping hazard Not much hanging space told there was a free boat but it was booked up in advance Nice hotel but overpriced for what we got Have stayed in better 5 star hotels and at less cost in other European major cities,The attendant in reception let us park outside whilst we checked in and took our cases to the room very friendly,6.7,1,"[' Leisure trip ', ' Couple ', ' Deluxe Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",17 days
11/02/2015,Dikker en Thijs Fenice Hotel,South Africa,Noise from street in early hours of the morning from party goers going home from pubs in area Room needs some soundproofing,Location staff easy access to everything in Amsterdam tram stop outside entrance shuttle bus to airport about 150 metres away,9.2,11,"[' Leisure trip ', ' Couple ', ' Comfort Double Room ', ' Stayed 5 nights ']",640 day
05/08/2016,Andaz Amsterdam Prinsengracht A Hyatt Hotel,United States of America,No Negative,Gracious staff Very nice hotel well located highly recommend it,10,1,"[' Leisure trip ', ' Couple ', ' Observatory King ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",452 day
02/07/2016,citizenM Amsterdam,Germany,No daylight available due to strong blinds that could not be opened fully,Great experience overall Very modern and out of the box approach to tiny spaces in hotels So refreshingly different,9.2,1,"[' Solo traveler ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",543 day
04/23/2016,citizenM Amsterdam,Ireland,maybe a little too far outside city centre,The hotel was excellent all round,10,2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ']",467 day
08/02/2017,Golden Tulip Amsterdam Riverside,Latvia,You can see in the room that it was really used already The small renovation is needed Or just can start to wash walls we have in room dirty spoon for all 4 days what we stayed Nothing big but not nice for 4 hotel No mini bar If you arrive after 11 PM on a work day you can t buy water not in the restaurant and as well not in reception,The restaurant had tasty food The room was spacious,6.7,16,"[' Leisure trip ', ' Group ', ' Deluxe Twin Room ', ' Stayed 4 nights ']",1 days
11/06/2015,Golden Tulip Amsterdam Riverside,United Kingdom,The location isn t great but it s a 10 minute walk from the metro so transport is good,Very modern and the food is delicious,7.1,1,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",636 day
01/02/2017,Hotel Murmuri Barcelona,Luxembourg,No Negative,The hotel is located in one of the most iconic streets of the city Highly recommended,10,6,"[' Business trip ', ' Solo traveler ', ' Design Double or Twin Room ', ' Stayed 1 night ']",213 day
02/26/2017,H10 Metropolitan 4 Sup,United Arab Emirates,Shower leaking water in bathroom,No Positive,7.9,1,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room with Terrace ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",158 day
05/24/2016,Barcel Raval,United Kingdom,One of the receptionists was a bit grumpy but all of the other hotel staff were extremely friendly and helpful,The location was fantastic beds were extremely comfortable and really enjoyed the roof top bar in the evenings,9.6,1,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",436 day
06/14/2017,Ilunion Barcelona,Switzerland,Room service and cleaning were below basic service When the cleaning service forgot to put towels we called the front desk to have them brought up The answer Please come to the front desk to fetch them Bread crumbs on the table remained there for 3 days,The room had been very large Breakfast buffet had been extremely well supplied for all tastes The road one block away is full of restaurants where we found a healthy mix of indigenous people and tourists,6.7,9,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ']",50 days
04/26/2016,Ilunion Barcelona,United Kingdom,Didn t change the sheets just ironed them out,No Positive,7.1,1,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",464 day
08/13/2015,Hotel Landhaus Fuhrgassl Huber,Oman,Location facilities,Cleanliness breakfast,7.5,33,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",721 day
08/04/2015,Catalonia Born,Canada,Room was not cleaned well Weird smell throughout hotel,Location,5.8,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",730 day
04/17/2017,NH Amsterdam Schiller,United States of America,Bar was closed for private events 2 nights,Good staff Nice breakfast Great location,9.2,21,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",108 day
06/17/2017,NH Wien Belvedere,Malaysia,A minor annoyance understandable for energy conservation though slightly inconvenient guests are required to inform the hotel 30 minutes before using the sauna facilities,Great breakfast spread well appointed and comfortable room good sauna facilities a definite plus and dignified location easily accessible by public transport We liked that there were birds chirping outside the window in the morning Also special thanks to Vanessa and the others at the front desk Breakfast crew were all so friendly and helpful too The hotel also recommended the Salm Br u restaurant nearby a great place for dinner Thanks Smooth check in luggage storage and smooth check out,10,3,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",47 days
09/08/2015,Austria Trend Hotel Savoyen Vienna,Romania,WiFi did not worked from the suite but it worked from reception area,the suite in which we ve stayed was very big and very nice with a nice view of Vienna,10,6,"[' Business trip ', ' Family with young children ', ' Suite ', ' Stayed 1 night ']",695 day
02/23/2016,Austria Trend Hotel Doppio Wien,Romania,No restaurant in the close neighborhood pretty poor wifi almost impossible to use during peak hours time,Free parking pretty easy to reach the downtown good breakfast,7.9,46,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",527 day
01/21/2016,K West Hotel Spa,United Kingdom,My room was quite tired and needing renovation Particularly the leaking shower screen which flooded the floor Value for money wasn t great,Very clean staff were great very helpful and friendly Location was perfect too,7.5,1,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",560 day
08/06/2015,K West Hotel Spa,United Kingdom,No Negative,Huge improvement over my last stay 18 months ago Well done KWest,9.6,1,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 3 nights ']",728 day
03/13/2017,Le Meridien Vienna,United Kingdom,The fact that for such a great hotel the Moet champagne bar cafe was not a non smoking area As a non smoker it put me off returning there and sampling the champagne breakfast,The property was in a excellent central location for all the tourist sights and the staff were extremely helpful I would definately stay at Le Meridien again if I was to re visit Vienna,9.6,3,"[' Couple ', ' Classic Room with Courtyard View ', ' Stayed 2 nights ']",143 day
03/24/2017,The College Hotel,United Kingdom,The room wasn t cleaned properly black clumps of hair in the shower drain from presumably the previous guest Hotel staff were apologetic and sorted the problem once we explained,Interesting architecture the room had character we had a chaise lounge in the room huge ceilings Colourful psychedelic chocolates,7.5,2,"[' Leisure trip ', ' Solo traveler ', ' Superior Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",132 day
